DATE,UNEMPB4,UNEMPB3,UNEMPB2,UNEMPB1,UNEMPF0,UNEMPF1,UNEMPF2,UNEMPF3,UNEMPF4,UNEMPF5,UNEMPF6,UNEMPF7,UNEMPF8,UNEMPF9,GBdate
1984.3,9.4,8.5,7.9,7.5,7.2,6.9,6.8,6.7,6.6,6.5,#N/A,#N/A,#N/A,#N/A,19840815
1984.3,9.4,8.5,7.9,7.5,7.5,7.2,7,6.9,6.8,6.7,#N/A,#N/A,#N/A,#N/A,19840926
1984.4,8.5,7.9,7.5,7.5,7.3,7.1,7,6.9,6.8,#N/A,#N/A,#N/A,#N/A,#N/A,19841031
1984.4,8.5,7.9,7.5,7.5,7.3,7.2,7.1,7.1,7,#N/A,#N/A,#N/A,#N/A,#N/A,19841212
1985.1,7.9,7.5,7.4,7.2,7.2,6.9,6.8,6.7,6.7,6.7,6.6,6.6,#N/A,#N/A,19850206
1985.1,7.9,7.5,7.4,7.2,7.3,7.1,6.9,6.8,6.8,6.8,6.7,6.7,#N/A,#N/A,19850320
1985.2,7.5,7.4,7.2,7.3,7.3,7.2,7.1,7,7,7,7,#N/A,#N/A,#N/A,19850515
1985.3,7.4,7.2,7.3,7.3,7.2,7.1,7.1,7.1,7.1,7.1,#N/A,#N/A,#N/A,#N/A,19850703
1985.3,7.4,7.2,7.3,7.3,7.3,7.2,7.1,7.1,7.1,7.1,#N/A,#N/A,#N/A,#N/A,19850814
1985.3,7.4,7.2,7.3,7.3,7.2,7.2,7.2,7.1,7,7,#N/A,#N/A,#N/A,#N/A,19850925
1985.4,7.2,7.3,7.3,7.2,7.1,7.1,7.2,7.2,7.2,#N/A,#N/A,#N/A,#N/A,#N/A,19851030
1985.4,7.2,7.3,7.3,7.2,7.1,7.1,7.2,7.2,7.3,#N/A,#N/A,#N/A,#N/A,#N/A,19851211
1986.1,7.3,7.3,7.2,7,6.8,6.7,6.7,6.6,6.6,6.5,6.5,6.5,#N/A,#N/A,19860205
1986.1,7.3,7.3,7.2,7,7,7,6.8,6.7,6.5,6.4,6.3,6.3,#N/A,#N/A,19860326
1986.2,7.3,7.2,7,7.1,7.1,6.9,6.7,6.5,6.4,6.3,6.2,#N/A,#N/A,#N/A,19860514
1986.3,7.2,7,7.1,7.2,7.1,6.9,6.8,6.7,6.6,6.6,#N/A,#N/A,#N/A,#N/A,19860702
1986.3,7.2,7,7.1,7.2,7,6.9,6.8,6.7,6.7,6.6,#N/A,#N/A,#N/A,#N/A,19860813
1986.3,7.2,7,7.1,7.2,6.9,6.8,6.7,6.6,6.6,6.6,#N/A,#N/A,#N/A,#N/A,19860917
1986.4,7,7.1,7.2,6.9,7,6.9,6.9,6.8,6.7,#N/A,#N/A,#N/A,#N/A,#N/A,19861029
1986.4,7,7.1,7.2,6.9,7,6.9,6.9,6.8,6.7,#N/A,#N/A,#N/A,#N/A,#N/A,19861210
1987.1,7.1,7.1,6.9,6.9,6.7,6.7,6.6,6.6,6.6,6.6,6.5,6.5,#N/A,#N/A,19870204
1987.1,7.1,7.1,6.9,6.9,6.7,6.7,6.7,6.7,6.6,6.6,6.5,6.5,#N/A,#N/A,19870325
1987.2,7.1,6.9,6.9,6.7,6.4,6.4,6.4,6.3,6.3,6.2,6.2,#N/A,#N/A,#N/A,19870513
1987.3,6.9,6.9,6.7,6.3,6.3,6.3,6.3,6.3,6.3,6.3,#N/A,#N/A,#N/A,#N/A,19870701
1987.3,6.9,6.9,6.7,6.2,6.1,6.1,6,6,6,6,#N/A,#N/A,#N/A,#N/A,19870812
1987.3,6.9,6.9,6.7,6.2,6,6,5.9,5.9,5.9,5.9,#N/A,#N/A,#N/A,#N/A,19870916
1987.4,6.9,6.7,6.2,6,6.1,6.2,6.3,6.3,6.2,#N/A,#N/A,#N/A,#N/A,#N/A,19871028
1987.4,6.9,6.7,6.2,6,6,6.2,6.3,6.3,6.2,#N/A,#N/A,#N/A,#N/A,#N/A,19871209
1988.1,6.6,6.3,6,5.9,5.9,6,6,6,5.9,5.9,5.8,5.8,#N/A,#N/A,19880203
1988.1,6.6,6.3,6,5.9,5.7,5.7,5.7,5.7,5.6,5.6,5.7,5.7,#N/A,#N/A,19880323
1988.2,6.3,6,5.9,5.7,5.5,5.6,5.6,5.7,5.8,5.8,5.9,#N/A,#N/A,#N/A,19880511
1988.2,6.3,6,5.9,5.7,5.6,5.7,5.7,5.7,5.8,5.8,5.9,#N/A,#N/A,#N/A,19880622
1988.3,6,5.9,5.7,5.5,5.4,5.4,5.4,5.5,5.6,5.7,#N/A,#N/A,#N/A,#N/A,19880810
1988.3,6,5.9,5.7,5.5,5.5,5.5,5.5,5.6,5.7,5.7,#N/A,#N/A,#N/A,#N/A,19880914
1988.4,5.9,5.7,5.5,5.5,5.4,5.4,5.5,5.5,5.6,#N/A,#N/A,#N/A,#N/A,#N/A,19881026
1988.4,#N/A,5.7,5.5,5.5,5.3,5.3,5.3,5.4,5.5,5.7,5.9,6,6.1,#N/A,19881207
1989.1,5.7,5.5,5.5,5.3,5.3,5.3,5.4,5.5,5.7,5.9,6,6.1,#N/A,#N/A,19890201
1989.1,5.7,5.5,5.5,5.3,5.2,5.2,5.3,5.4,5.6,5.8,6,6.1,#N/A,#N/A,19890322
1989.2,5.5,5.5,5.3,5.2,5.3,5.3,5.4,5.5,5.7,5.9,6.1,#N/A,#N/A,#N/A,19890510
1989.2,5.5,5.5,5.3,5.2,5.3,5.4,5.6,5.8,5.9,6,6.1,#N/A,#N/A,#N/A,19890628
1989.3,5.5,5.3,5.2,5.3,5.3,5.3,5.4,5.5,5.6,5.7,#N/A,#N/A,#N/A,#N/A,19890816
1989.3,5.5,5.3,5.2,5.3,5.2,5.3,5.4,5.5,5.7,5.9,6,6.1,6.2,6.2,19890927
1989.4,5.3,5.2,5.3,5.2,5.3,5.4,5.5,5.7,5.9,6,6.1,6.2,6.2,#N/A,19891108
1989.4,5.3,5.2,5.3,5.2,5.4,5.6,5.8,5.9,6,6.1,6.1,6.2,6.2,#N/A,19891213
1990.1,5.2,5.3,5.3,5.3,5.5,5.6,5.8,5.9,6,6,6.1,6.1,#N/A,#N/A,19900131
1990.1,5.2,5.3,5.3,5.3,5.3,5.4,5.6,5.7,5.8,5.9,6,6,#N/A,#N/A,19900321
1990.2,5.3,5.3,5.3,5.2,5.4,5.5,5.6,5.7,5.9,6.1,6.2,#N/A,#N/A,#N/A,19900509
1990.2,5.3,5.3,5.3,5.2,5.4,5.6,5.8,5.8,5.9,6,6.1,#N/A,#N/A,#N/A,19900627
1990.3,5.3,5.3,5.2,5.3,5.6,5.9,6,6.1,6.1,6.1,6.1,6.1,6.1,6.1,19900815
1990.3,5.3,5.3,5.2,5.3,5.6,6,6.3,6.4,6.5,6.5,6.5,6.5,6.5,6.5,19900926
1990.4,5.3,5.2,5.3,5.6,5.9,6.4,6.7,6.8,6.8,6.8,6.8,6.8,6.8,#N/A,19901107
1990.4,5.3,5.2,5.3,5.6,5.9,6.4,6.4,6.5,6.5,6.5,6.5,6.5,6.5,#N/A,19901212
1991.1,5.3,5.3,5.6,5.9,6.4,6.4,6.2,6.1,6.1,6.1,6,6,#N/A,#N/A,19910130
1991.1,5.3,5.3,5.6,5.9,6.5,6.8,6.5,6.3,6.2,6.2,6.1,6,#N/A,#N/A,19910320
1991.2,5.3,5.6,5.9,6.5,6.8,6.8,6.6,6.4,6.3,6.3,6.2,#N/A,#N/A,#N/A,19910508
1991.2,5.3,5.6,5.9,6.5,6.8,6.8,6.6,6.5,6.4,6.4,6.3,#N/A,#N/A,#N/A,19910628
1991.3,5.6,5.9,6.5,6.8,6.8,6.8,6.6,6.5,6.5,6.4,6.3,6.2,6.1,6,19910814
1991.3,5.6,5.9,6.5,6.8,6.8,6.8,6.7,6.7,6.6,6.5,6.4,6.3,6.2,6.1,19910925
1991.4,5.9,6.5,6.8,6.8,6.9,7,7,6.9,6.7,6.6,6.5,6.4,6.3,#N/A,19911030
1991.4,5.9,6.5,6.8,6.8,6.9,7.1,7.2,7.2,7.1,7,6.9,6.8,6.7,#N/A,19911211
1992.1,6.5,6.7,6.8,6.9,7.1,7.3,7.3,7.2,7.1,7,6.8,6.7,#N/A,#N/A,19920130
1992.1,6.5,6.7,6.8,6.9,7.2,7.3,7.2,7.1,7.1,7,6.8,6.7,#N/A,#N/A,19920325
1992.2,6.7,6.8,6.9,7.2,7.2,7.1,7,6.9,6.8,6.7,6.6,#N/A,#N/A,#N/A,19920514
1992.2,6.7,6.8,6.9,7.2,7.3,7.3,7.2,7.1,6.9,6.8,6.7,#N/A,#N/A,#N/A,19920626
1992.3,6.8,6.9,7.2,7.5,7.6,7.4,7.4,7.3,7.2,7,6.9,6.7,6.6,6.4,19920813
1992.3,6.8,6.9,7.2,7.5,7.6,7.8,7.8,7.8,7.7,7.5,7.3,7.1,7,6.8,19920930
1992.4,6.9,7.2,7.5,7.6,7.5,7.6,7.6,7.6,7.5,7.3,7.2,7,6.8,#N/A,19921112
1992.4,6.9,7.2,7.5,7.6,7.3,7.3,7.2,7.1,7,6.9,6.8,6.7,6.6,#N/A,19921216
1993.1,7.3,7.5,7.5,7.3,7.2,7.2,7.1,7,6.9,6.8,6.7,6.6,#N/A,#N/A,19930129
1993.1,7.3,7.5,7.5,7.3,7,7,6.9,6.9,6.8,6.8,6.6,6.6,#N/A,#N/A,19930317
1993.2,7.5,7.5,7.3,7,7,7,7,6.9,6.8,6.7,6.7,#N/A,#N/A,#N/A,19930514
1993.2,7.5,7.5,7.3,7,7,7,6.9,6.9,6.9,6.8,6.8,#N/A,#N/A,#N/A,19930630
1993.3,7.5,7.3,7,7,6.9,6.9,6.9,6.8,6.8,6.8,#N/A,#N/A,#N/A,#N/A,19930811
1993.3,7.5,7.3,7,7,6.8,6.7,6.7,6.7,6.7,6.7,#N/A,#N/A,#N/A,#N/A,19930915
1993.4,7.3,7,7,6.7,6.8,6.7,6.7,6.7,6.7,6.7,6.7,6.6,6.6,#N/A,19931110
1993.4,7.3,7,7,6.7,6.6,6.5,6.5,6.4,6.4,6.4,6.4,6.4,6.4,#N/A,19931215
1994.1,7,7,6.7,6.5,7,6.9,6.9,6.8,6.8,6.8,6.8,6.8,#N/A,#N/A,19940131
1994.1,7,7,6.7,6.5,6.5,6.6,6.8,6.6,6.6,6.6,6.6,6.6,#N/A,#N/A,19940316
1994.2,7,6.7,6.5,6.6,6.5,6.8,6.6,6.6,6.6,6.6,6.6,#N/A,#N/A,#N/A,19940513
1994.2,7,6.7,6.5,6.6,6.3,6.3,6.3,6.3,6.4,6.4,6.4,#N/A,#N/A,#N/A,19940630
1994.3,6.7,6.5,6.6,6.2,6.2,6.2,6.2,6.2,6.3,6.3,#N/A,#N/A,#N/A,#N/A,19940812
1994.3,6.7,6.5,6.6,6.2,6.1,6,6.1,6.2,6.2,6.3,6.3,6.3,6.3,6.3,19940921
1994.4,6.5,6.6,6.2,6,5.7,5.7,5.8,6,6.1,6.2,6.2,6.2,6.3,#N/A,19941109
1994.4,6.5,6.6,6.2,6,5.6,5.5,5.5,5.6,5.7,5.9,6,6.1,6.1,#N/A,19941214
1995.1,6.6,6.2,6,5.6,5.3,5.3,5.4,5.4,5.5,5.5,5.5,5.5,#N/A,#N/A,19950125
1995.1,6.6,6.2,6,5.6,5.5,5.5,5.6,5.7,5.7,5.7,5.7,5.8,#N/A,#N/A,19950322
1995.2,6.2,6,5.6,5.5,5.7,5.7,5.8,5.8,5.8,5.8,5.8,#N/A,#N/A,#N/A,19950517
1995.2,6.2,6,5.6,5.5,5.8,6,6,6,6.1,6.1,6.1,#N/A,#N/A,#N/A,19950628
1995.3,6,5.6,5.5,5.7,5.8,5.8,5.8,5.9,5.9,5.9,#N/A,#N/A,#N/A,#N/A,19950816
1995.3,6,5.6,5.5,5.7,5.7,5.8,5.8,5.9,5.9,6,6,6.1,6.1,6.2,19950920
1995.4,5.6,5.5,5.7,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.7,5.7,#N/A,19951108
1995.4,5.6,5.5,5.7,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,#N/A,19951214
1996.1,5.5,5.7,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,#N/A,#N/A,19960126
1996.1,5.5,5.7,5.6,5.5,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,#N/A,#N/A,19960321
1996.2,5.7,5.6,5.5,5.6,5.5,5.5,5.5,5.5,5.5,5.5,5.5,#N/A,#N/A,#N/A,19960516
1996.2,5.7,5.6,5.5,5.6,5.5,5.5,5.5,5.5,5.5,5.5,5.5,#N/A,#N/A,#N/A,19960626
1996.3,5.6,5.5,5.6,5.4,5.4,5.4,5.4,5.4,5.4,5.4,#N/A,#N/A,#N/A,#N/A,19960815
1996.3,5.6,5.5,5.6,5.4,5.3,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,19960918
1996.4,5.5,5.6,5.4,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,#N/A,19961106
1996.4,5.5,5.6,5.4,5.2,5.3,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,#N/A,19961212
1997.1,5.6,5.4,5.3,5.3,5.2,5.1,5.1,5.1,5.1,5,5,5,#N/A,#N/A,19970129
1997.1,5.6,5.4,5.3,5.3,5.3,5.1,5,5,4.9,4.9,4.9,4.9,#N/A,#N/A,19970319
1997.2,5.4,5.3,5.3,5.3,5,4.9,4.8,4.8,4.8,4.8,4.8,#N/A,#N/A,#N/A,19970515
1997.2,5.4,5.3,5.3,5.3,4.9,4.8,4.7,4.6,4.6,4.6,4.6,#N/A,#N/A,#N/A,19970625
1997.3,5.3,5.3,5.3,4.9,4.8,4.7,4.7,4.7,4.7,4.7,#N/A,#N/A,#N/A,#N/A,19970814
1997.3,5.3,5.3,5.3,4.9,4.8,4.7,4.6,4.5,4.5,4.5,4.6,4.7,4.8,4.9,19970924
1997.4,5.3,5.3,4.9,4.9,4.8,4.7,4.6,4.6,4.7,4.7,4.8,5,5.1,#N/A,19971106
1997.4,5.3,5.3,4.9,4.9,4.6,4.6,4.6,4.7,4.8,4.9,5.1,5.2,5.3,#N/A,19971211
1998.1,5.3,4.9,4.9,4.7,4.6,4.7,4.7,4.8,4.9,5,5.1,5.2,#N/A,#N/A,19980128
1998.1,5.3,4.9,4.9,4.7,4.6,4.6,4.6,4.7,4.7,4.8,4.8,4.9,#N/A,#N/A,19980325
1998.2,4.9,4.9,4.7,4.7,4.4,4.5,4.5,4.6,4.7,4.7,4.8,#N/A,#N/A,#N/A,19980514
1998.2,4.9,4.9,4.7,4.7,4.3,4.3,4.4,4.6,4.7,4.8,4.9,#N/A,#N/A,#N/A,19980624
1998.3,4.9,4.7,4.7,4.4,4.5,4.6,4.7,4.9,5,5.1,#N/A,#N/A,#N/A,#N/A,19980813
1998.3,4.9,4.7,4.7,4.4,4.5,4.5,4.7,4.8,5,5.2,5.3,5.4,5.4,5.4,19980923
1998.4,4.7,4.7,4.4,4.6,4.6,4.6,4.7,4.8,5,5.1,5.2,5.2,5.3,#N/A,19981112
1998.4,4.7,4.7,4.4,4.6,4.5,4.4,4.5,4.6,4.7,4.8,4.8,4.9,4.9,,19981216
1999.1,4.6,4.4,4.5,4.4,4.3,4.3,4.3,4.3,4.3,4.4,4.4,4.4,#N/A,#N/A,19990128
1999.1,4.6,4.4,4.5,4.4,4.3,4.2,4.2,4.2,4.3,4.3,4.4,4.5,#N/A,#N/A,19990324
1999.2,4.4,4.5,4.4,4.3,4.2,4.1,4,4.1,4.1,4.2,4.2,#N/A,#N/A,#N/A,19990513
1999.2,4.4,4.5,4.4,4.3,4.2,4.1,4.1,4.1,4.1,4.2,4.2,#N/A,#N/A,#N/A,19990623
1999.3,4.5,4.4,4.3,4.3,4.2,4.2,4.2,4.2,4.3,4.3,#N/A,#N/A,#N/A,#N/A,19990818
1999.3,4.5,4.4,4.3,4.3,4.2,4.1,4,4,4.1,4.1,4.1,4.2,4.2,4.2,19990929
1999.4,4.4,4.3,4.3,4.2,4.1,4.1,4,4,4,4.1,4.1,4.2,4.2,#N/A,19991110
1999.4,4.4,4.3,4.3,4.2,4.1,4.1,4,4,4,4.1,4.1,4.1,4.1,#N/A,19991215
2000.1,4.3,4.3,4.2,4.1,4,4,4,4,4.1,4.1,4.1,4.1,#N/A,#N/A,20000127
2000.1,4.3,4.3,4.2,4.1,4,4,4,4,4.1,4.1,4.1,4.2,#N/A,#N/A,20000315
2000.2,4.3,4.2,4.1,4.1,3.9,3.8,3.8,3.9,3.9,3.9,4,#N/A,#N/A,#N/A,20000511
2000.2,4.3,4.2,4.1,4.1,4,3.9,3.9,4,4,4.1,4.1,#N/A,#N/A,#N/A,20000621
2000.3,4.2,4.1,4.1,4,4,4,4.1,4.1,4.2,4.3,#N/A,#N/A,#N/A,#N/A,20000816
2000.3,4.2,4.1,4.1,4,4.1,4.1,4.1,4.1,4.2,4.3,4.3,4.4,4.4,4.5,20000927
2000.4,4.1,4.1,4,4,4,4.1,4.2,4.3,4.4,4.4,4.5,4.5,4.6,#N/A,20001108
2000.4,4.1,4.1,4,4,4,4.3,4.4,4.6,4.7,4.8,4.9,4.9,5,#N/A,20001213
2001.1,4.1,4,4,4,4.4,4.7,5,5.2,5.3,5.4,5.5,5.5,#N/A,#N/A,20010125
2001.1,4.1,4,4,4,4.3,4.6,4.9,5.2,5.4,5.5,5.5,5.6,#N/A,#N/A,20010314
2001.2,4,4,4,4.2,4.6,4.9,5.1,5.3,5.4,5.4,5.5,#N/A,#N/A,#N/A,20010509
2001.2,4,4,4,4.2,4.5,4.9,5.2,5.4,5.5,5.6,5.6,#N/A,#N/A,#N/A,20010620
2001.3,4,4,4.2,4.5,4.7,5.1,5.3,5.5,5.6,5.6,#N/A,#N/A,#N/A,#N/A,20010816
2001.3,4,4,4.2,4.5,4.8,5.4,5.8,6.1,6.2,6.2,6.2,6.2,6.1,6,20010927
2001.4,4,4.2,4.5,4.8,5.4,5.9,6,6.1,6.1,6.1,6,5.9,5.9,#N/A,20011031
2001.4,4,4.2,4.5,4.8,5.5,5.9,6.1,6.1,6,6,5.9,5.8,5.8,#N/A,20011205
2002.1,4.2,4.5,4.8,5.6,5.9,6,6,6,5.9,5.9,5.9,5.8,#N/A,#N/A,20020123
2002.1,4.2,4.5,4.8,5.6,5.6,5.7,5.6,5.5,5.5,5.4,5.3,5.3,#N/A,#N/A,20020313
2002.2,4.5,4.8,5.6,5.6,5.9,5.9,5.7,5.6,5.5,5.5,5.4,#N/A,#N/A,#N/A,20020501
2002.2,4.5,4.8,5.6,5.6,5.9,6,5.9,5.9,5.7,5.6,5.5,#N/A,#N/A,#N/A,20020620
2002.3,4.8,5.6,5.6,5.9,6,6,6,5.9,5.7,5.7,#N/A,#N/A,#N/A,#N/A,20020807
2002.3,4.8,5.6,5.6,5.9,5.8,6,6.1,6.1,6,6,5.9,5.9,5.8,5.7,20020918
2002.4,5.6,5.6,5.9,5.7,5.9,6.2,6.2,6.1,6.1,6,5.9,5.9,5.8,#N/A,20021030
2002.4,5.6,5.6,5.9,5.7,5.8,6,6,6,5.9,5.8,5.7,5.6,5.4,#N/A,20021204
2003.1,5.6,5.9,5.7,5.9,6.2,6.2,6.2,6.1,6,5.8,5.6,5.4,#N/A,#N/A,20030122
2003.1,5.6,5.9,5.8,5.9,5.8,6.1,6.2,6.1,6,5.9,5.7,5.5,#N/A,#N/A,20030313
2003.2,5.9,5.8,5.9,5.8,6,6.1,6.1,6.1,6,5.9,5.6,#N/A,#N/A,#N/A,20030430
2003.2,5.9,5.8,5.9,5.8,6.1,6.2,6.1,6,5.9,5.7,5.4,#N/A,#N/A,#N/A,20030618
2003.3,5.8,5.9,5.8,6.2,6.3,6.2,6,5.9,5.8,5.5,#N/A,#N/A,#N/A,#N/A,20030806
2003.3,5.8,5.9,5.8,6.2,6.2,6.2,6.1,6,5.9,5.7,5.5,5.4,5.3,5.3,20030910
2003.4,5.9,5.8,6.2,6.1,6.2,6,5.8,5.7,5.4,5.2,5.1,5.1,5.1,#N/A,20031022
2003.4,5.9,5.8,6.2,6.1,6,6,5.8,5.5,5.3,5.2,5.1,5,5,#N/A,20031203
2004.1,5.8,6.1,6.1,5.9,5.8,5.6,5.4,5.3,5.2,5.1,5.1,5,#N/A,#N/A,20040121
2004.1,5.8,6.1,6.1,5.9,5.6,5.6,5.5,5.5,5.4,5.3,5.3,5.2,#N/A,#N/A,20040311
2004.2,6.1,6.1,5.9,5.6,5.6,5.5,5.4,5.3,5.3,5.2,5.2,#N/A,#N/A,#N/A,20040428
2004.2,6.1,6.1,5.9,5.6,5.6,5.4,5.3,5.2,5.2,5.2,5.2,#N/A,#N/A,#N/A,20040623
2004.3,6.1,5.9,5.6,5.6,5.6,5.5,5.4,5.4,5.4,5.3,#N/A,#N/A,#N/A,#N/A,20040805
2004.3,6.1,5.9,5.6,5.6,5.5,5.5,5.4,5.4,5.4,5.3,5.3,5.2,5.2,5.1,20040915
2004.4,5.9,5.6,5.6,5.5,5.5,5.5,5.4,5.4,5.4,5.4,5.3,5.2,5.1,#N/A,20041103
2004.4,5.9,5.6,5.6,5.5,5.4,5.4,5.3,5.3,5.3,5.2,5.2,5.1,5.1,#N/A,20041208
2005.1,5.6,5.6,5.5,5.4,5.4,5.3,5.3,5.3,5.3,5.2,5.2,5.1,#N/A,#N/A,20050126
2005.1,5.6,5.6,5.5,5.4,5.3,5.3,5.3,5.3,5.2,5.2,5.2,5.1,#N/A,#N/A,20050316
2005.2,5.6,5.5,5.4,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,#N/A,#N/A,#N/A,20050428
2005.2,5.6,5.5,5.4,5.3,5.1,5.1,5.1,5.1,5.1,5.1,5.1,#N/A,#N/A,#N/A,20050622
2005.3,5.5,5.4,5.3,5.1,5,5,5,5,5,5,#N/A,#N/A,#N/A,#N/A,20050804
2005.3,#N/A,#N/A,5.3,5.1,5,5,5,5,5,5,5,5,5,5,20050914
2005.4,#N/A,5.3,5.1,5,5,5,5,5,5,5.1,5.1,5.1,5.1,#N/A,20051026
2005.4,#N/A,5.3,5.1,5,5,5,5,5,5,5,5,5,5,#N/A,20051207
2006.1,5.2,5.1,5,5,5,5,5,5,5,5.1,5.1,5.1,#N/A,#N/A,20060125
2006.1,5.2,5.1,5,5,4.8,4.8,4.8,4.8,4.8,4.8,4.9,4.9,#N/A,#N/A,20060322
2006.2,5.1,5,5,4.7,4.7,4.8,4.8,4.9,4.9,4.9,5,#N/A,#N/A,#N/A,20060503
2006.2,5.1,5,5,4.7,4.7,4.8,4.9,5,5.1,5.1,5.2,#N/A,#N/A,#N/A,20060621
2006.3,5,5,4.7,4.7,4.7,4.8,4.9,5,5.1,5.2,#N/A,#N/A,#N/A,#N/A,20060803
2006.3,#N/A,#N/A,4.7,4.7,4.7,4.8,4.9,5,5,5.1,5.1,5.2,5.2,5.2,20060913
2006.4,#N/A,4.7,4.7,4.7,4.7,4.8,5,5,5.1,5.1,5.1,5.1,5.1,#N/A,20061018
2006.4,#N/A,4.7,4.7,4.7,4.5,4.6,4.8,4.9,5,5,5,5.1,5.1,#N/A,20061206
2007.1,4.7,4.7,4.7,4.5,4.6,4.7,4.8,4.8,4.9,4.9,4.9,4.9,#N/A,#N/A,20070124
2007.1,4.7,4.7,4.7,4.5,4.6,4.7,4.8,4.9,4.9,5,5,5.1,#N/A,#N/A,20070314
2007.2,4.7,4.7,4.5,4.5,4.6,4.7,4.8,4.8,4.9,4.9,5,#N/A,#N/A,#N/A,20070502
2007.2,4.7,4.7,4.5,4.5,4.5,4.6,4.7,4.7,4.8,4.8,4.8,#N/A,#N/A,#N/A,20070620
2007.3,4.7,4.5,4.5,4.5,4.6,4.7,4.7,4.8,4.8,4.8,#N/A,#N/A,#N/A,#N/A,20070802
2007.3,#N/A,#N/A,4.5,4.5,4.6,4.7,4.7,4.8,4.9,4.9,4.9,4.9,4.9,4.9,20070912
2007.4,#N/A,4.5,4.5,4.7,4.7,4.7,4.7,4.7,4.8,4.8,4.8,4.8,4.8,#N/A,20071024
2007.4,#N/A,4.5,4.5,4.7,4.7,4.8,4.8,4.9,4.9,4.9,5,5,5,#N/A,20071205
2008.1,4.5,4.5,4.7,4.8,5,5.1,5.1,5.1,5.2,5.2,5.2,5.2,#N/A,#N/A,20080123
2008.1,4.5,4.5,4.7,4.8,4.9,5.2,5.5,5.7,5.7,5.6,5.6,5.5,#N/A,#N/A,20080313
2008.2,4.5,4.7,4.8,4.9,5.2,5.5,5.7,5.7,5.6,5.6,5.5,#N/A,#N/A,#N/A,20080423
2008.2,4.5,4.7,4.8,4.9,5.3,5.5,5.6,5.7,5.7,5.7,5.6,#N/A,#N/A,#N/A,20080618
2008.3,4.7,4.8,4.9,5.3,5.8,5.9,6,6,6,5.9,#N/A,#N/A,#N/A,#N/A,20080730
2008.3,#N/A,#N/A,4.9,5.3,6,6.2,6.2,6.2,6.2,6.2,6.1,6,5.9,5.9,20080910
2008.4,#N/A,4.9,5.3,6,6.3,6.6,6.9,7.1,7.2,7.3,7.3,7.3,7.2,#N/A,20081022
2008.4,#N/A,4.9,5.3,6,6.7,7.5,7.8,8,8.1,8.3,8.3,8.2,8.2,#N/A,20081210
2009.1,4.9,5.4,6,6.9,7.7,8.2,8.3,8.4,8.5,8.4,8.2,8.1,#N/A,#N/A,20090122
2009.1,4.9,5.4,6,6.9,8,8.7,9,9.2,9.4,9.5,9.5,9.5,#N/A,#N/A,20090312
2009.2,5.4,6,6.9,8.1,9,9.2,9.3,9.3,9.2,9.1,9.1,#N/A,#N/A,#N/A,20090422
2009.2,5.4,6,6.9,8.1,9.3,9.8,10,10,9.9,9.8,9.7,#N/A,#N/A,#N/A,20090617
2009.3,6,6.9,8.1,9.2,9.8,10,10,9.9,9.8,9.6,#N/A,#N/A,#N/A,#N/A,20090806
2009.3,#N/A,#N/A,8.1,9.2,9.6,9.9,9.8,9.6,9.4,9.2,8.8,8.5,8.2,7.9,20090916
2009.4,#N/A,8.1,9.2,9.6,10.1,10.1,9.9,9.7,9.5,9.2,8.9,8.6,8.2,#N/A,20091029
2009.4,#N/A,8.1,9.2,9.6,10.1,10.1,9.9,9.8,9.6,9.2,9,8.7,8.3,#N/A,20091209
2010.1,8.2,9.3,9.7,10,10.1,9.9,9.7,9.5,9.1,8.9,8.6,8.2,#N/A,#N/A,20100120
2010.1,8.2,9.3,9.7,10,9.7,9.6,9.6,9.4,9,8.8,8.6,8.3,#N/A,#N/A,20100310
2010.2,9.3,9.7,10,9.7,9.5,9.5,9.3,8.9,8.7,8.5,8.2,#N/A,#N/A,#N/A,20100421
2010.2,9.3,9.7,10,9.7,9.8,9.7,9.5,9.3,9.1,8.9,8.6,#N/A,#N/A,#N/A,20100616
2010.3,9.7,10,9.7,9.7,9.7,9.7,9.5,9.4,9.2,8.9,#N/A,#N/A,#N/A,#N/A,20100804
2010.3,#N/A,#N/A,9.7,9.7,9.6,9.7,9.6,9.5,9.3,9.1,8.9,8.7,8.3,8,20100915
2010.4,#N/A,9.7,9.7,9.6,9.7,9.5,9.5,9.2,9,8.8,8.6,8.2,7.9,#N/A,20101027
2010.4,#N/A,9.7,9.7,9.6,9.7,9.5,9.4,9.1,8.9,8.8,8.6,8.3,8,#N/A,20101208
2011.1,9.7,9.6,9.6,9.6,9.5,9.3,9.1,8.9,8.7,8.4,8.1,7.8,#N/A,#N/A,20110119
2011.1,9.7,9.6,9.6,9.6,9,8.9,8.7,8.6,8.4,8.1,7.8,7.5,#N/A,#N/A,20110309
